read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
696520,batch04,60.0,60.0,3,5,4,1586,Gm3889,1
696604,batch04,60.0,60.0,1,4,4,1825,Tenm3;Csmd1,2
696608,batch01,35.666666666666664,60.0,4,9,4,2481,Zc3hc1;Cyp4f40,2
696677,batch01,60.0,60.0,1,3,2,1518,Naa50;Litaf,2
696687,batch01,60.0,60.0,1,2,2,1258,Pip4k2a,1
696698,batch01,53.3,60.0,1,10,4,2915,Nalf1;Dlgap2;Lig4,3
696765,batch01,46.0,51.5,4,4,4,1476,Fbxl13;Ankrd13c,2
696815,batch04,34.0,37.0,3,4,3,1145,Rngtt;Samd8,2
696817,batch04,60.0,60.0,2,4,2,1271,Nek4;Nrg2;Itih4,3
696836,batch01,54.8,60.0,1,5,2,1334,Mecom,1
696906,batch03,58.25,60.0,1,4,2,2689,Nup93,1
696920,batch01,21.333333333333332,3.0,3,3,3,1460,Akap11;Tango6,2
696926,batch04,46.5,60.0,3,4,3,1074,Rngtt;Samd8,2
696977,batch01,51.4,60.0,1,5,2,1379,Tnik;Gm21388,2
696988,batch04,45.0,60.0,3,14,6,4627,Dynlrb2;Arhgap29;Erich3;Nos1ap;Potefam3f;Cryz,6
697004,batch04,55.0,60.0,2,6,2,1744,Fads3,1
697045,batch03,57.857142857142854,60.0,4,7,4,2806,Fads1;Insr,2
697162,batch01,60.0,60.0,1,3,2,1235,Odf4,1
697212,batch03,52.666666666666664,60.0,1,6,2,2235,Ankfy1,1
697220,batch04,46.5,46.5,1,2,2,1227,Gm21698;Dnajc2,2
697340,batch03,60.0,60.0,1,6,4,2322,Xkr5;Mcph1,2
697454,batch04,48.25,60.0,1,4,2,1563,Timm44;Xab2;Pet100,3
697472,batch01,51.0,51.0,1,2,2,1130,Sh3rf1,1
697484,batch04,50.166666666666664,60.0,2,6,3,1769,Emc3,1
697540,batch01,41.375,60.0,3,8,3,2569,Osgep;Gm26782,2
697606,batch01,30.25,30.5,3,4,3,1245,Erich3,1
697608,batch03,60.0,60.0,1,4,2,1426,Gm44957,1
697631,batch01,33.0,39.0,2,3,2,1739,Gm7648;Cpvl,2
697665,batch04,44.5,44.5,1,2,2,1153,Gm5592;Sult2a7,2
697732,batch04,40.42857142857143,60.0,2,7,3,2213,Pate2;Gm29293,2
697752,batch01,60.0,60.0,1,5,2,2570,Adamts18;Psd3,2
697769,batch01,60.0,60.0,3,3,3,1681,Sox5;Vat1l;Hlcs,3
697777,batch01,60.0,60.0,2,4,2,1217,Ednra;4933431K23Rik;Grin2b,3
697800,batch04,51.5,60.0,1,6,2,1624,Gm7706;Csmd1,2
697813,batch03,57.4,60.0,1,5,4,1838,Phkb,1
697828,batch04,28.5,19.5,1,8,3,2790,2610005L07Rik;Nrg1,2
697832,batch03,51.0,60.0,1,11,3,3019,Sh2d4a;Cyp4f18;Lpl;Csgalnact1;Lzts1,5
697836,batch03,47.0,60.0,1,7,3,2683,Tbc1d9;Adgrg3,2
697852,batch01,57.666666666666664,60.0,1,12,3,3400,Gm31135;Nalf1;Dlgap2,3
697876,batch01,60.0,60.0,1,5,3,2184,Plcg2;Cmip,2
697943,batch01,48.8,60.0,2,5,2,2129,Gorasp2;Rnf111,2
698013,batch02,57.25,60.0,5,8,5,3043,Tmx3;Stox2;A830008E24Rik;Psmd8,4
698031,batch01,31.0,31.0,2,2,2,1507,Kbtbd12;Spcs3,2
698055,batch01,53.666666666666664,60.0,2,6,4,1650,Klhl2,1
698115,batch04,47.2,60.0,3,5,3,1744,Kif1b,1
698134,batch01,50.0,60.0,2,7,3,2959,Naip3;Naip6;Gm31816,3
698183,batch01,35.45454545454545,36.0,1,11,3,2896,Tom1;Iqcm;Nr3c2,3
698255,batch04,52.285714285714285,60.0,2,7,4,1629,Plxna4,1
698290,batch04,60.0,60.0,1,3,3,1219,Sox5;Klra1;Slco1a5,3
698295,batch04,60.0,60.0,1,6,2,2260,Erc1;Wnk1,2
698304,batch04,47.666666666666664,60.0,2,3,2,1286,Prdm5,1
698314,batch04,60.0,60.0,1,7,3,2845,Tuba3a;4930417O13Rik;Alms1;Tapbpl,4
698323,batch01,48.4,52.0,4,5,5,1581,Rbfox1;Myo1e;Gm33838;Sox5,4
698356,batch01,60.0,60.0,1,2,2,1088,Sox5;Atg7,2
698370,batch04,45.5,60.0,2,6,3,1857,Shq1,1
698386,batch04,40.333333333333336,60.0,2,3,2,1173,Sox5,1
698387,batch03,57.714285714285715,60.0,1,7,3,2455,Creb5;Atp2b2;Gm6313,3
698392,batch04,59.25,60.0,1,4,2,1195,Cav3;Oxtr;Cacna1c,3
698398,batch03,60.0,60.0,3,3,3,1174,Mid1;Golga3;Cracdl,3
698409,batch04,60.0,60.0,1,3,2,1488,Gm11978,1
698492,batch04,56.5,60.0,2,4,3,1533,Kcnip1,1
698526,batch03,60.0,60.0,1,3,2,1242,Arhgap23;Aldoc,2
698532,batch01,60.0,60.0,1,3,2,1243,Rapgef6;Emid1,2
698563,batch04,53.44444444444444,60.0,4,9,4,2996,Sgce;Sox1ot;Prkcd,3
698567,batch04,32.0,34.0,1,4,2,1037,Nf1;Gm12623;Ksr1,3
698580,batch01,60.0,60.0,2,2,2,1370,Nlk,1
698591,batch01,40.375,60.0,1,8,4,2412,Atp10b;Gm12153,2
698600,batch04,51.23076923076923,60.0,2,13,3,3561,Commd1b;Commd1,2
698635,batch01,51.25,60.0,3,4,3,2748,Gm46412;Pip5k1b,2
698674,batch02,45.25,60.0,1,4,3,1873,Hrh2;Atxn1;Sptlc1,3
698703,batch04,55.77777777777778,60.0,1,9,2,2086,4930555F03Rik;Gm45323;Gm45341,3
698763,batch03,52.666666666666664,60.0,2,6,5,2591,Gm2309;Gm45740,2
699009,batch03,60.0,60.0,1,4,2,1519,Gm19708;Stxbp3,2
699201,batch01,60.0,60.0,1,2,2,923,Osbpl3,1
699239,batch01,40.333333333333336,60.0,1,3,2,887,Rnf150,1
699279,batch01,49.23076923076923,60.0,2,13,3,3841,2600014E21Rik;Tarbp1;Gm45805;Pard3,4
699350,batch04,48.55555555555556,60.0,2,9,3,4292,Car12;Herc1;Gpt2,3
699447,batch04,50.8,60.0,3,5,3,1688,Chil4;Rnft1,2
699521,batch01,37.8,60.0,3,5,4,1422,Rsph3b;Myo16,2
699605,batch01,60.0,60.0,1,5,3,1606,Sox5,1
699649,batch03,60.0,60.0,1,5,2,2848,Sox5;Dnai7,2
699684,batch03,47.5,47.5,1,2,2,812,Kpna2,1
699731,batch01,26.2,10.0,3,5,4,1774,Etl4,1
699755,batch01,45.0,60.0,2,5,3,1232,Rngtt;Slc20a2,2
699803,batch01,43.0,60.0,3,3,3,1277,Gm11963,1
699830,batch01,51.0,60.0,2,4,2,1737,A230077H06Rik;Pdzd2,2
699882,batch04,22.5,14.5,2,8,3,2865,Gpr12;Speer4cos;Ahctf1,3
699889,batch02,19.75,10.0,1,4,2,1467,Klra13-ps,1
699905,batch04,53.0,60.0,2,7,5,2690,Cmtm2b;Capn9;Mamdc2,3
699931,batch03,46.4,60.0,1,5,2,1821,Rimbp2,1
699991,batch01,44.4,60.0,3,5,3,1704,Map3k3;Parva,2
700135,batch03,56.166666666666664,60.0,4,6,4,2272,Sfxn2;Arid1b;Gm17359;F8,4
700180,batch01,60.0,60.0,1,2,2,1025,Grid2,1
700214,batch01,41.0,60.0,2,3,3,1188,Pdlim3,1
700241,batch01,59.0,60.0,2,4,2,1551,Acad12;Hectd4,2
700242,batch04,27.8,13.0,3,5,4,1916,Skint5,1
700333,batch03,60.0,60.0,2,3,3,1101,Mcph1,1
700422,batch01,60.0,60.0,1,2,2,772,1810008B01Rik,1
700485,batch01,30.5,31.0,3,4,4,1323,Tnfrsf13b,1
700487,batch03,57.166666666666664,60.0,1,6,2,2338,Slc39a11;Cdc42ep4;Adra1b,3
700501,batch04,44.75,53.0,2,4,3,1543,Wwox;Vmn1r51,2
700612,batch04,40.333333333333336,60.0,2,3,2,872,Pik3r6;Ntn1,2
700859,batch04,60.0,60.0,2,3,2,1453,Etfdh;Zfp397,2
700887,batch03,31.1,33.5,2,10,2,2508,Alms1;Nat8f3;Alms1-ps2;Nceh1,4
700894,batch03,56.27272727272727,60.0,1,11,2,3954,Rap1gds1;4930425O10Rik,2
700928,batch04,48.333333333333336,60.0,1,3,2,1326,Gm37240,1
700976,batch04,51.6,60.0,1,5,2,1452,Galntl6,1
701012,batch04,55.75,60.0,1,8,2,3113,Iqcm,1
701039,batch04,35.166666666666664,39.0,1,6,3,1735,Alms1;Magi1,2
701088,batch04,48.0,60.0,2,4,3,1306,Fbxo41;Mgll,2
701313,batch03,60.0,60.0,1,4,2,3034,Cd163;Trim24,2
701350,batch01,57.75,60.0,2,4,3,1565,Foxp1,1
701367,batch04,59.0,60.0,1,9,4,3169,4930425L21Rik;9530026P05Rik;Magi1,3
701523,batch01,50.333333333333336,60.0,2,3,2,991,Lipc,1
701526,batch03,59.5,59.5,2,2,2,1272,Tmem45b,1
701545,batch01,43.5,56.5,1,4,2,1262,Raf1,1
701555,batch01,48.25,60.0,1,4,3,1347,Wwox,1
701563,batch03,54.166666666666664,60.0,1,6,2,1781,Inpp4b,1
701568,batch04,48.8,60.0,2,5,4,1638,Large1,1
701579,batch04,52.75,60.0,2,8,7,2658,Pla2g15;Terb1;Irf2,3
701602,batch01,56.8,60.0,2,5,3,1568,Cacna1a,1
701621,batch04,47.666666666666664,60.0,1,3,2,1208,Cdyl2,1
701622,batch01,52.5,60.0,2,6,3,1823,Gm29243,1
701631,batch04,60.0,60.0,1,4,3,2099,Gm31135;Gm7082,2
701633,batch04,60.0,60.0,1,2,2,1000,Mtus1,1
701637,batch04,60.0,60.0,1,10,3,3565,Nup133;Pgbd5;Gm44626,3
701677,batch04,53.0,53.0,1,2,2,991,Dlc1,1
701684,batch04,60.0,60.0,1,4,2,1525,Iqcm,1
701697,batch04,21.0,3.0,3,3,3,895,Hexa,1
701714,batch02,24.666666666666668,12.0,1,3,2,1001,Cdh13,1
701715,batch04,60.0,60.0,1,3,2,1150,Tenm3;Dlc1,2
701851,batch02,45.857142857142854,60.0,1,7,2,2492,Cacna1c,1
701929,batch04,45.25,60.0,2,4,2,1916,Neurl1b;Txnrd2,2
701945,batch04,34.142857142857146,49.0,3,7,4,1868,Gm31135,1
701980,batch03,60.0,60.0,1,2,2,970,Mitf,1
702020,batch04,49.333333333333336,60.0,1,9,2,3037,Cks1brt;Anxa10,2
702037,batch01,39.57142857142857,47.0,1,7,2,2409,Golt1b;Slco1a6;Gys2,3
702184,batch02,60.0,60.0,2,5,3,2019,Carns1;Ubash3a,2
702214,batch04,27.333333333333332,24.0,4,6,4,1924,Chl1;Eps8l1,2
702295,batch01,60.0,60.0,1,5,3,1855,Gm45341,1
702358,batch01,42.333333333333336,60.0,1,3,2,1310,Gm15494;Ppp6r1,2
702400,batch01,56.111111111111114,60.0,1,9,2,2483,Cpa4;Cpa5;Lncpint,3
702419,batch02,60.0,60.0,1,2,2,1898,Gm43154;Plxna4,2
702426,batch01,37.8,60.0,1,5,2,1802,Vmn2r111;Zfp960,2
702438,batch04,60.0,60.0,1,5,2,1626,Pdzrn3;Gm43948,2
702474,batch03,60.0,60.0,1,4,3,1341,Vat1l;D030068K23Rik,2
702497,batch03,55.0,56.5,1,4,2,2500,Nfe2l3;Trim24,2
702500,batch04,60.0,60.0,1,5,3,2442,Arhgef7;Nalf1;Plekha2,3
702502,batch04,60.0,60.0,1,3,3,1610,Scoc;Cdyl2;Cdh13,3
702506,batch01,60.0,60.0,2,2,2,916,Fgfr1op2,1
702511,batch04,46.375,60.0,1,8,3,3379,Rnf150;Clgn;6820431F20Rik;Dnajb1,4
702515,batch04,60.0,60.0,1,5,4,1911,Ank1;Slc10a7;Ttc29,3
702523,batch04,60.0,60.0,2,10,4,2960,Tsen2;Atp2b2;Pparg,3
702526,batch01,46.666666666666664,60.0,1,12,2,4205,Csmd1,1
702527,batch03,60.0,60.0,2,3,2,1732,Cpne7;Notch4,2
702529,batch04,60.0,60.0,1,3,2,1393,Vegfc;Phkb,2
702532,batch01,60.0,60.0,1,2,2,1527,Copg2;Mkln1,2
702560,batch04,60.0,60.0,1,3,2,1311,Sh3rf1;4933431K23Rik,2
702575,batch04,52.0,60.0,1,4,3,2187,Dysf;Tet3,2
702585,batch04,54.333333333333336,60.0,2,6,4,2075,Ces1b;Itfg1;Gm45708,3
702594,batch01,34.666666666666664,41.0,2,3,2,983,Wwox;Ankib1,2
702612,batch04,36.4,60.0,5,5,5,1544,Mvb12b;Plekha2,2
702683,batch04,33.666666666666664,40.0,2,3,2,1215,Gm31816,1
702689,batch03,60.0,60.0,2,3,2,1438,Slc17a5,1
702737,batch01,60.0,60.0,1,2,2,1103,Nrg1,1
702748,batch01,55.333333333333336,60.0,1,3,2,989,Nrp1;Abcb10,2
702753,batch04,45.0,60.0,1,3,2,1242,Srgap3,1
702758,batch04,60.0,60.0,2,6,5,2168,Gm27169;Abcc12,2
702763,batch01,53.6,60.0,1,5,3,1403,Grip2;Gm26811,2
702773,batch01,43.2,55.0,1,5,2,1201,Tmtc1,1
702797,batch04,60.0,60.0,1,3,2,991,Fndc1,1
702812,batch01,37.5,41.0,1,4,3,1380,Gm31659;Ttc29,2
702816,batch01,60.0,60.0,1,2,2,1413,Acsl1,1
702953,batch01,60.0,60.0,1,4,3,1395,Pld1,1
703075,batch04,32.44444444444444,21.0,3,9,4,3806,Gm16675;Primpol;Cdh13,3
703090,batch01,52.5,60.0,4,6,4,1955,Tenm3;Ubac2;Smarcc1;Zfp933,4
703109,batch01,44.333333333333336,60.0,3,3,3,1452,Tmem178b,1
703167,batch04,42.0,60.0,3,3,3,1174,Nisch,1
703283,batch03,40.333333333333336,60.0,2,3,3,1545,Gm29133;Trpc4;Gm14717,3
703358,batch04,60.0,60.0,1,2,2,1115,Ints3;Tspan5,2
703366,batch03,60.0,60.0,1,3,2,1269,Kirrel,1
703371,batch04,40.0,60.0,2,3,3,1281,Gm16178,1
703402,batch04,60.0,60.0,2,3,2,1557,Pfdn1;Mecom,2
703462,batch04,26.8,7.0,2,5,2,1267,Zfp787;Or6z7,2
703526,batch03,60.0,60.0,2,2,2,1418,Gm12153,1
703719,batch04,46.666666666666664,60.0,3,3,3,1115,Atp2a3,1
703721,batch04,46.0,60.0,1,4,2,1530,Prcd;Cep112,2
703729,batch04,60.0,60.0,3,3,3,1113,Mtmr3,1
703758,batch04,50.75,60.0,2,4,2,1105,Cdc27,1
703760,batch01,48.8,60.0,1,5,3,1841,Hormad2;Gm12216;Nudcd3,3
703799,batch04,60.0,60.0,1,9,5,3494,Gm5577;Add2,2
703801,batch01,41.857142857142854,48.0,2,7,3,1933,Prkca;Lrrc2;Ddx42,3
703810,batch04,60.0,60.0,2,2,2,992,Ccdc146,1
703811,batch01,60.0,60.0,1,4,2,1373,Marchf10;Tanc2;Mrc2;Kansl1,4
703813,batch04,60.0,60.0,1,2,2,1060,Smurf2,1
703850,batch01,60.0,60.0,1,3,2,1193,Vezf1;Acox1,2
703881,batch04,50.2,60.0,1,5,3,1628,Commd1b;Nudcd3;Gck,3
703900,batch01,60.0,60.0,2,4,3,1749,Tanc2,1
703934,batch03,60.0,60.0,1,3,2,1692,Epsti1;Naa16,2
703979,batch04,60.0,60.0,2,2,2,1136,Slc4a1,1
704095,batch03,47.2,60.0,2,5,4,2501,4930524B15Rik;Nos2;Ksr1,3
704100,batch03,49.625,60.0,1,8,4,2380,1700128E19Rik;2310008N11Rik,2
704144,batch02,49.833333333333336,60.0,2,6,5,2109,Ppp2cb;Plpbp,2
704149,batch01,33.2,38.0,5,5,5,2074,Camk2n1;Gm44091,2
704243,batch01,60.0,60.0,1,4,4,1962,Dlgap2;Arhgef10;Gm45251,3
704273,batch04,55.214285714285715,60.0,1,14,2,3679,Dpp6,1
704312,batch01,47.75,60.0,2,4,3,1645,Ccdc7a,1
704403,batch02,51.63636363636363,60.0,3,11,3,4291,Cfdp1;Gm56848;Znrf1;Eps15,4
704405,batch04,48.6,60.0,1,5,3,1714,Vdac3;Slc20a2;Crispld2,3
704480,batch01,60.0,60.0,2,3,2,1259,Gnai3,1
704513,batch01,39.333333333333336,60.0,6,9,6,2191,Gm3373,1
704576,batch03,60.0,60.0,1,3,2,1162,Gfpt1,1
704597,batch04,57.857142857142854,60.0,1,7,2,2299,Ccdc91;Itpr1,2
704626,batch04,40.166666666666664,60.0,2,6,5,2300,Ppp1r2-ps6;Arid1b;Fndc1,3
704686,batch01,52.0,60.0,2,7,2,2203,Armc12;Tulp1;Washc2,3
704943,batch04,54.25,60.0,1,4,2,1652,Gm12472;Fam221b,2
705149,batch04,60.0,60.0,2,4,2,1357,Gm13068;Pik3cd;Ap3m2,3
705388,batch01,33.0,35.5,3,4,4,1172,Kcnj12;Fam124a,2
705394,batch01,60.0,60.0,1,3,2,2060,Timp4,1
705399,batch04,10.5,10.5,2,2,2,955,Micu3,1
705420,batch03,24.4,1.0,2,5,3,2523,Gm12153,1
705452,batch01,60.0,60.0,2,3,3,1244,Rpa1;Smg6;Snd1,3
705459,batch01,60.0,60.0,1,6,2,2337,Tnrc6c,1
705467,batch01,60.0,60.0,1,4,2,1911,Gm11186;4933405E24Rik;Fstl4;Acsl6,4
705545,batch04,50.75,60.0,2,8,3,2187,Camk1d;Tnrc6c;Tom1l2,3
705550,batch03,60.0,60.0,1,12,2,3632,Tbc1d9b;Rnf130,2
705662,batch04,60.0,60.0,1,5,3,2113,Adam32,1
705675,batch02,40.625,60.0,2,8,3,3415,Tdpoz9;Spopfm2;Cgn,3
705851,batch04,23.333333333333332,10.0,1,6,2,1531,Atp2b2,1
705909,batch04,29.2,25.0,4,5,4,2120,Gm41414,1
705975,batch03,52.5,60.0,1,4,2,1585,Wwox;Dynlrb2,2
705997,batch01,34.25,38.5,2,4,4,1413,Cd209f;Insr,2
706026,batch04,60.0,60.0,1,8,2,2656,Etl4;Msrb2,2
706034,batch01,60.0,60.0,1,4,3,1925,Mri1;Ranbp10;Cmip,3
706047,batch04,50.0,60.0,2,6,4,2276,4930567H12Rik;Adgrg1,2
706067,batch01,60.0,60.0,1,5,4,2513,Mfap3l;Ing1;Gm34730,3
706072,batch01,60.0,60.0,1,4,4,2578,Wwox;Wwp2,2
706098,batch03,60.0,60.0,2,2,2,760,Tbc1d9;4933405E24Rik,2
706129,batch01,60.0,60.0,1,2,2,1298,Kcnu1;Gm30978,2
706317,batch04,60.0,60.0,2,2,2,1357,Gm44503,1
706327,batch01,60.0,60.0,1,2,2,939,Cntn5;Npsr1,2
706351,batch01,45.5,58.0,1,8,3,2206,Adgrl1;Enkd1,2
706373,batch03,40.714285714285715,60.0,2,7,2,1321,Abcg1;Adamts9;A730049H05Rik,3
706376,batch04,58.625,60.0,2,8,4,2729,Itpr2;Rassf8;Wnk3,3
706466,batch01,60.0,60.0,3,3,3,1534,Zbtb7b;Abcb7,2
706483,batch01,40.0,60.0,1,3,3,1651,Zmat4;Potefam3b,2
706487,batch01,60.0,60.0,2,2,2,942,Gm36640,1
706501,batch01,58.857142857142854,60.0,1,7,2,2587,Vax2,1
706508,batch04,45.42857142857143,60.0,4,7,4,1775,Chl1;Znrf3;9430041J12Rik,3
706519,batch01,60.0,60.0,1,3,2,1644,Mrps35,1
706528,batch04,44.666666666666664,60.0,2,3,3,1408,Gm43154,1
706554,batch03,56.55555555555556,60.0,2,9,3,3425,Gm34470;Gm54719;Gimap3;Pon2,4
706583,batch02,48.833333333333336,60.0,1,6,2,1641,Gm53066;Cd9;Scnn1a;Vgll4,4
706585,batch01,46.666666666666664,49.0,1,3,2,860,Mkln1,1
706626,batch04,48.57142857142857,60.0,1,7,4,2304,Cul1;Snd1,2
706641,batch01,47.333333333333336,60.0,1,6,2,1774,Lmntd1,1
706696,batch04,40.333333333333336,60.0,2,3,2,928,Cdyl2,1
706829,batch01,60.0,60.0,1,2,2,1218,Usp7;Tvp23a,2
706838,batch01,55.857142857142854,60.0,1,7,3,3296,4930412F09Rik;Gm26008,2
706911,batch01,27.0,20.5,3,6,5,1555,Gse1;Zfp704,2
706960,batch03,55.4,60.0,1,10,2,4352,Hapstr1;Grin2a,2
706964,batch02,48.25,60.0,1,4,2,1720,Mgrn1;Crkl,2
707002,batch03,38.0,45.5,4,4,4,1843,Kdm5c;Met,2
707100,batch02,60.0,60.0,1,5,2,2434,Dlc1,1
707129,batch01,49.8,60.0,2,10,5,2094,Wwox;Atp2c2;Crispld2,3
707337,batch03,48.2,60.0,2,5,3,2131,Gm3696,1
707382,batch01,60.0,60.0,1,4,4,1961,Sh2d4b;Gm17164,2
707411,batch01,60.0,60.0,2,4,2,2050,Pik3ap1;Adck2,2
707529,batch01,53.857142857142854,60.0,2,7,2,1742,Etl4;Cnst,2
707543,batch04,44.22222222222222,60.0,2,9,3,2043,Cdc42bpa;Gm7694,2
707551,batch01,24.0,24.0,1,2,2,759,Slc44a3,1
707647,batch01,34.8,29.0,1,5,2,1405,Fnbp1l;Gm43569,2
707712,batch03,50.72727272727273,60.0,1,11,6,2505,Zfp423;Tox3;Sorbs2;Ces2a;Gm7208,5
707745,batch03,52.0,60.0,1,9,3,3043,Dagla;Ankrd13d;Lrp5,3
707747,batch01,40.333333333333336,60.0,3,3,3,1039,Sptbn2;Ell;Naa25,3
707812,batch01,60.0,60.0,2,4,3,1627,Sox2ot;Atp11b;Clec10a,3
707885,batch03,54.75,60.0,2,8,5,2653,Fbxo9;Hdnr,2
707950,batch01,15.666666666666666,0.0,2,6,4,1885,Obox4-ps21;Obox1,2
708023,batch04,52.625,60.0,2,8,3,2487,Gm16337;Zfp704,2
708033,batch03,60.0,60.0,2,2,2,960,Impdh1,1
708038,batch04,0.0,0.0,1,3,2,1183,Obox4-ps15;Obox4-ps19;Obox1,3
708080,batch01,43.2,60.0,1,5,3,1273,Kcmf1,1
708120,batch03,60.0,60.0,1,7,3,2333,Grin2b;Sox5,2
708163,batch04,48.333333333333336,60.0,1,3,2,1167,Gys2,1
708180,batch03,51.42857142857143,60.0,2,7,3,1969,Hepacam2;Jazf1,2
708192,batch04,39.0,37.0,1,4,3,2216,Bicd1;Snd1,2
708218,batch04,55.166666666666664,60.0,1,6,2,1938,Grid2,1
708222,batch04,60.0,60.0,1,3,3,1409,Gm43154;Gm13853;Cep41,3
708223,batch03,60.0,60.0,1,6,3,2043,Tmcc1;Raf1;Erc1,3
708236,batch04,54.5,60.0,1,4,2,1991,Vwf;Ankrd26,2
708256,batch03,55.75,60.0,1,8,5,2310,Gm6600;Srgap3;Gm15783,3
708258,batch04,52.75,60.0,1,4,2,1645,Elmod2;Tbc1d9,2
708266,batch04,42.285714285714285,60.0,1,7,2,1731,Cpa5;Garin1a;Opn1sw,3
708299,batch04,28.5,28.5,2,2,2,1151,1700030N03Rik,1
708312,batch02,60.0,60.0,1,3,2,1307,Ces2e,1
708316,batch01,47.3,60.0,2,10,3,3489,Akap1;Slco1a6;Slco1a5,3
708328,batch04,53.0,60.0,1,3,2,1062,Tacr1;Pole4;Mitf,3
708345,batch03,55.666666666666664,60.0,1,3,2,1247,Unc5d,1
708403,batch03,46.07692307692308,60.0,3,13,5,3847,Zfp92;Gm20455;Pnma3;Foxn1;Dusp9;Xlr5a,6
708452,batch02,52.6,60.0,2,5,3,1829,Pcca,1
708503,batch03,55.4,60.0,1,5,3,2061,Zmat5;Adcy1,2
708518,batch04,50.083333333333336,60.0,1,12,6,3223,Cdh15;Gm29773;Nup133;Gm26815,4
708579,batch04,56.9,60.0,2,10,4,3326,Atp2b2;Meioc;Srgap3;Brip1os,4
708601,batch04,45.5,60.0,2,6,2,2122,Pxmp4;Necab3;Lrrc7,3
708608,batch02,60.0,60.0,2,3,2,1336,Septin9;Ak1;Sec14l1,3
708673,batch04,60.0,60.0,3,4,3,1283,Gm47180;Or2y1d,2
708777,batch04,42.0,60.0,2,11,4,4618,Potefam3b;Pdk3,2
708828,batch01,36.142857142857146,38.0,3,7,4,2511,Fcgr2b;Eda;Gm26641,3
708861,batch04,48.57142857142857,60.0,1,14,2,4299,Sorbs2,1
708882,batch03,60.0,60.0,1,6,3,2291,Mtus1,1
708900,batch01,60.0,60.0,1,2,2,1582,Gm32006;Cdh13,2
708918,batch01,60.0,60.0,2,4,3,1759,Kif13a;Rbl2,2
708954,batch01,57.625,60.0,1,8,6,2397,Zfp423;Abcc12;Inpp4b;Gpm6a;Mast1,5
708955,batch03,60.0,60.0,1,3,3,1721,Il27ra;Zfhx3,2
708964,batch04,53.857142857142854,60.0,2,7,6,2929,Champ1;Neo1;Tmem202;Dlgap2,4
708972,batch04,60.0,60.0,1,3,3,1843,Gm7389;Prag1,2
708976,batch04,60.0,60.0,1,2,2,1076,Cdh16,1
709028,batch04,53.625,60.0,1,8,4,2722,Sorbs2;Gm30504,2
709060,batch02,60.0,60.0,2,6,2,1505,Fnbp1l;Bcar3;Gm49359,3
709064,batch04,51.3,58.5,2,10,5,3071,Gm4297;Magi1;Syn2;Nup210,4
709103,batch04,53.357142857142854,60.0,1,14,4,4606,Hook3;Csmd1;Mcph1,3
709110,batch04,44.857142857142854,60.0,4,7,4,2019,Glt28d2;Gm37240;Fhip1a,3
709114,batch04,60.0,60.0,1,2,2,965,Col24a1;Abca4,2
709332,batch01,60.0,60.0,2,4,3,1982,Gm45455;Gm45341,2
709409,batch04,32.0,26.0,2,5,3,1915,Far2os2,1
709411,batch03,48.666666666666664,60.0,2,3,2,1520,Gm17019,1
709440,batch04,45.4,60.0,4,5,4,1813,Ankrd11;Mipep,2
709452,batch03,34.5,34.5,1,2,2,820,Etl4,1
709483,batch04,47.25,60.0,2,4,3,1259,Vps53;Thoc5,2
709492,batch01,41.666666666666664,60.0,2,6,3,1617,Iqgap3;Slc7a11,2
709503,batch03,0.0,0.0,2,2,2,986,Gm12147,1
709506,batch04,55.666666666666664,60.0,2,6,4,3408,Nf1;Ocln;Smg6,3
709510,batch04,46.714285714285715,60.0,3,7,5,2235,4930556N13Rik;Marchf10;Gm11638;Itgb3,4
709518,batch03,60.0,60.0,1,3,2,1196,Tax1bp1,1
709536,batch03,48.0,60.0,2,3,2,1004,Tvp23a;Tnfaip1,2
709550,batch01,58.25,60.0,1,4,2,1500,Wnk1,1
709558,batch04,60.0,60.0,2,2,2,1036,Crb2;Zcchc10,2
709581,batch04,42.18181818181818,60.0,2,11,3,3280,Bdp1;Gm10769;Gm26754,3
709587,batch04,60.0,60.0,1,4,2,1722,Sfxn5,1
709601,batch01,53.333333333333336,60.0,2,9,3,2991,Ccdc43;Msi2,2
709603,batch03,60.0,60.0,1,4,2,1333,Lrrc37a;A830035A12Rik,2
709656,batch03,38.4,60.0,3,5,3,1052,Tfap4;Ccnjl,2
709696,batch04,19.0,1.0,2,7,4,2609,Frmd4a;Gm3676;Gm5799,3
709742,batch04,53.5,60.0,1,6,3,2353,Specc1;Ppp4r3b,2
709758,batch04,60.0,60.0,1,4,3,1890,Actr3b,1
709820,batch04,60.0,60.0,1,3,2,1113,Zc3hav1l,1
709851,batch04,36.0,36.0,2,2,2,990,Hmox2,1
709875,batch04,60.0,60.0,2,3,2,1371,Tfrc,1
709970,batch04,53.42857142857143,60.0,2,7,3,3026,Wiz;Tead3;Gm48228;C230013L11Rik;Zfp523;Gm50127,6
709997,batch03,60.0,60.0,2,11,6,3536,Slc35f3;Rxfp2;Kcnk1,3
710037,batch04,60.0,60.0,1,3,2,1101,Rpl18a-ps3,1
710057,batch04,60.0,60.0,3,4,3,1782,Crybg2,1
710095,batch03,60.0,60.0,1,2,2,986,Tbc1d16,1
710108,batch03,47.75,60.0,1,4,2,1250,Gm6639,1
710112,batch03,60.0,60.0,1,5,2,2408,Spop,1
